id;work_year;experience_level;employment_type;job_title;salary_in_usd;employee_residence;remote_ratio;company_location;company_size
36;2020;MI;FT;Data Science Consultant;103000;US;100;US;L
112;2021;SE;FT;Lead Data Engineer;103160;GB;100;GB;S
240;2021;SE;FT;Data Scientist;103691;CA;100;CA;L
301;2022;SE;FT;Data Scientist;104702;GB;0;GB;M
434;2022;MI;FT;Data Engineer;104702;GB;100;GB;M
467;2022;SE;FT;Data Scientist;104890;US;100;US;M
48;2020;MI;FT;Data Scientist;105000;US;100;US;L
68;2020;EN;FT;Data Scientist;105000;US;100;US;S
283;2021;SE;CT;Staff Data Scientist;105000;US;100;US;M
456;2022;SE;FT;Data Engineer;105000;US;100;US;M
584;2022;SE;FT;Data Analyst;105000;US;100;US;M
395;2022;SE;FT;Data Analytics Manager;105400;US;100;US;M
43;2020;MI;FT;Data Engineer;106000;US;100;US;L
307;2022;MI;FT;Data Analyst;106260;US;0;US;M
581;2022;SE;FT;Data Analyst;106260;US;100;US;M
346;2022;SE;FT;Data Engineer;108800;US;0;US;M
287;2021;MI;FT;Data Scientist;109000;US;50;US;L
2;2020;SE;FT;Big Data Engineer;109024;GB;50;GB;M
339;2022;SE;FT;Data Analyst;109280;US;100;US;M
595;2022;SE;FT;Data Analytics Manager;109280;US;100;US;M
60;2020;MI;FT;Data Engineer;110000;US;100;US;L
87;2021;MI;FT;Data Analytics Engineer;110000;US;100;US;L
235;2021;MI;FT;Head of Data Science;110000;US;0;US;S
242;2021;MI;FT;Data Engineer;110000;US;100;US;L
327;2022;EX;FT;Data Analyst;110000;US;100;US;M
123;2021;EN;FT;Applied Data Scientist;110037;GB;0;GB;L
546;2022;SE;FT;Data Engineer;110500;US;100;US;M
585;2022;SE;FT;Data Analyst;110925;US;100;US;M
267;2021;MI;FT;Data Engineer;111775;US;0;US;M
280;2021;MI;FT;Data Engineer;112000;US;100;US;L
420;2022;MI;FT;Machine Learning Scientist;112300;US;100;US;L
44;2020;MI;FT;Data Engineer;112872;GB;50;GB;L
330;2022;SE;FT;Data Analyst;112900;US;100;US;M
332;2022;SE;FT;Data Analyst;112900;US;100;US;M
392;2022;SE;FT;Data Analyst;112900;US;100;US;M
536;2022;SE;FT;Data Analyst;112900;US;100;US;M
348;2022;SE;FT;Data Engineer;113000;US;0;US;L
111;2021;SE;FT;Director of Data Engineering;113476;GB;100;GB;M
17;2020;SE;FT;Big Data Engineer;114047;PL;100;GB;S
24;2020;MI;FT;Lead Data Scientist;115000;AE;0;AE;L
107;2021;SE;FT;Data Engineer;115000;US;100;US;S
250;2021;MI;FT;Data Scientist;115000;US;50;US;L
504;2022;SE;FT;Data Engineer;115000;US;100;US;M
545;2022;SE;FT;Data Engineer;115000;US;100;US;M
329;2022;MI;FT;Data Analyst;115500;US;100;US;M
402;2022;SE;FT;Data Analyst;115934;US;0;US;M
540;2022;SE;FT;Data Analyst;115934;US;100;US;M
306;2022;SE;FT;Data Analyst;116000;US;0;US;M
564;2022;SE;FT;Data Analyst;116150;US;100;US;M
221;2021;MI;FT;Data Scientist;116914;GB;50;GB;L
29;2020;SE;FT;Machine Learning Manager;117104;CA;50;CA;L
300;2022;SE;FT;Data Scientist;117789;GB;0;GB;M
397;2022;MI;FT;Data Engineer;117789;GB;0;GB;M
57;2020;MI;FT;Data Scientist;118000;US;100;US;M
375;2022;EX;FT;Lead Data Engineer;118187;CA;100;CA;S
156;2021;MI;FT;Data Scientist;119059;SG;100;IL;M
58;2020;SE;FT;Data Scientist;120000;US;50;US;L
126;2021;SE;FT;Machine Learning Scientist;120000;US;50;US;S
158;2021;SE;FT;Data Analytics Manager;120000;US;100;US;M
209;2021;SE;FT;Data Analytics Manager;120000;US;0;US;L
324;2022;SE;FT;Data Scientist;120000;US;0;US;L
391;2022;MI;FT;AI Scientist;120000;US;0;US;M
453;2022;MI;FT;Machine Learning Engineer;120000;US;100;US;S
465;2022;EN;FT;Data Engineer;120000;US;100;US;M
479;2022;MI;FT;Data Scientist;120000;US;100;US;M
480;2022;SE;FT;Machine Learning Engineer;120000;AE;100;AE;S
485;2022;SE;FT;Machine Learning Engineer;120000;US;100;US;M
508;2022;EN;FT;Research Scientist;120000;US;100;US;L
317;2022;SE;FT;Data Scientist;120160;US;100;US;M
291;2022;SE;FT;Data Analyst;120600;US;100;US;M
518;2022;MI;FT;Data Scientist;122346;CH;0;CH;L
303;2022;SE;FT;Data Scientist;123000;US;100;US;M
353;2022;SE;FT;Data Scientist;123000;US;100;US;M
370;2022;SE;FT;Data Scientist;123000;US;100;US;M
325;2022;SE;FT;Data Analyst;124190;US;100;US;M
389;2022;MI;FT;Machine Learning Engineer;124333;GB;0;GB;M
9;2020;SE;FT;Lead Data Engineer;125000;NZ;50;NZ;S
159;2021;EN;FT;Machine Learning Engineer;125000;US;100;US;S
454;2022;EN;FT;Computer Vision Engineer;125000;US;0;US;M
603;2022;SE;FT;Data Engineer;126000;US;100;US;M
308;2022;MI;FT;Data Analyst;126500;US;0;US;M
580;2022;SE;FT;Data Analyst;126500;US;100;US;M
155;2021;SE;FT;Data Science Engineer;127221;CA;50;CA;L
340;2022;SE;FT;Data Engineer;128875;US;100;US;M
382;2022;SE;FT;Data Analyst;128875;US;100;US;M
604;2022;SE;FT;Data Analyst;129000;US;0;US;M
260;2021;MI;FT;Data Scientist;130000;US;50;US;L
292;2022;MI;FT;Data Scientist;130000;US;0;US;M
326;2022;EX;FT;Data Analyst;130000;US;100;US;M
360;2022;SE;FT;Data Analyst;130000;CA;100;CA;M
362;2022;SE;FT;Data Analyst;130000;CA;100;CA;M
544;2022;SE;FT;Data Engineer;130000;US;100;US;M
547;2022;SE;FT;Data Engineer;130000;US;100;US;M
599;2022;MI;FT;Data Scientist;130000;US;100;US;M
164;2021;EX;FT;Director of Data Science;130026;DE;50;DE;M
61;2020;MI;FT;Data Engineer;130800;ES;100;US;M
376;2022;SE;FT;Data Analyst;132000;US;0;US;M
320;2022;SE;FT;Data Engineer;132320;US;0;US;M
335;2022;SE;FT;Data Engineer;132320;US;100;US;M
385;2022;SE;FT;Data Engineer;132320;US;100;US;M
8;2020;MI;FT;Business Data Analyst;135000;US;100;US;L
140;2021;MI;FT;Data Analyst;135000;US;100;US;L
228;2021;SE;FT;Data Scientist;135000;US;0;US;L
289;2022;SE;FT;Data Engineer;135000;US;100;US;M
349;2022;SE;FT;Data Analyst;135000;US;100;US;M
368;2022;EX;FT;Analytics Engineer;135000;US;100;US;M
470;2022;MI;FT;Data Analyst;135000;US;100;US;M
524;2022;MI;FT;Data Scientist;135000;US;100;US;L
527;2022;SE;FT;Data Analyst;135000;US;100;US;M
366;2022;SE;FT;Data Engineer;136000;US;0;US;M
338;2022;SE;FT;Data Analyst;136600;US;100;US;M
298;2022;SE;FT;Data Scientist;136620;US;100;US;M
380;2022;SE;FT;Data Engineer;136994;US;100;US;M
351;2022;SE;FT;Data Science Manager;137141;US;100;US;M
39;2020;EN;FT;Machine Learning Engineer;138000;US;100;US;S
59;2020;MI;FT;Data Scientist;138350;US;100;US;M
365;2022;SE;FT;Data Scientist;138600;US;100;US;M
81;2021;MI;FT;Data Engineer;140000;US;100;US;L
219;2021;SE;FT;Data Analytics Manager;140000;US;100;US;L
469;2022;SE;FT;Data Scientist;140000;US;100;US;M
473;2022;SE;FT;Data Scientist;140000;US;100;US;M
569;2022;SE;FT;Data Scientist;140000;US;100;US;M
571;2022;SE;FT;Data Scientist;140000;US;100;US;M
575;2022;SE;FT;Data Scientist;140000;US;100;US;M
587;2022;SE;FT;Data Scientist;140000;US;100;US;M
563;2022;SE;FT;Data Engineer;140250;US;100;US;M
428;2022;SE;FT;Data Scientist;140400;US;0;US;L
551;2022;SE;FT;Data Scientist;140400;US;0;US;L
559;2022;SE;FT;Data Scientist;140400;US;0;US;M
538;2022;MI;FT;Data Scientist;141300;US;0;US;M
259;2021;EX;FT;Director of Data Science;141846;DE;0;DE;L
154;2021;SE;FT;Data Science Manager;144000;US;100;US;L
466;2022;SE;FT;Research Scientist;144000;US;50;US;L
553;2022;SE;FT;Data Scientist;144000;US;100;US;M
591;2022;SE;FT;Data Architect;144854;US;100;US;M
394;2022;SE;FT;Data Analytics Manager;145000;US;100;US;M
556;2022;SE;FT;Data Engineer;145000;US;100;US;M
302;2022;SE;FT;Data Scientist;146000;US;100;US;M
195;2021;MI;FT;Data Scientist;147000;US;50;US;L
379;2022;SE;FT;Data Architect;147800;US;100;US;M
55;2020;SE;FT;Principal Data Scientist;148261;DE;100;DE;M
4;2020;SE;FT;Machine Learning Engineer;150000;US;50;US;L
73;2021;EX;FT;BI Data Analyst;150000;IN;100;US;L
101;2021;SE;FT;Data Engineer;150000;US;100;US;L
108;2021;SE;FT;Data Engineer;150000;US;100;US;M
142;2021;SE;FT;Data Engineering Manager;150000;US;0;US;L
151;2021;MI;FT;Data Scientist;150000;US;100;US;M
169;2021;MI;FT;Data Architect;150000;US;100;US;L
295;2022;MI;FT;Data Engineer;150000;US;100;US;M
356;2022;SE;FT;Data Scientist;150000;US;0;US;M
510;2022;EN;FT;Computer Vision Software Engineer;150000;AU;100;AU;S
593;2022;SE;FT;Data Scientist;150000;US;100;US;M
605;2022;SE;FT;Data Analyst;150000;US;100;US;M
577;2022;SE;FT;Data Analyst;150075;US;100;US;M
594;2022;SE;FT;Data Analytics Manager;150260;US;100;US;M
125;2021;MI;FT;Principal Data Scientist;151000;US;100;US;L
190;2021;SE;FT;Data Science Manager;152000;US;100;FR;L
516;2022;SE;FT;Data Science Manager;152500;US;100;US;M
148;2021;SE;FT;Data Engineering Manager;153000;US;100;US;L
495;2022;MI;FT;Machine Learning Scientist;153000;US;50;US;M
84;2021;EX;FT;Director of Data Science;153667;IT;100;PL;L
602;2022;SE;FT;Data Engineer;154000;US;100;US;M
401;2022;SE;FT;Data Engineer;154600;US;100;US;L
447;2022;SE;FT;Data Engineer;154600;US;100;US;L
290;2022;SE;FT;Data Analyst;155000;US;100;US;M
388;2022;SE;FT;Data Engineer;155000;US;100;US;M
537;2022;SE;FT;Data Engineer;155000;US;100;US;M
345;2022;SE;FT;Data Engineer;156600;US;100;US;M
509;2022;MI;FT;Applied Data Scientist;157000;US;100;US;L
399;2022;SE;FT;Data Scientist;158200;US;100;US;L
422;2022;MI;FT;Data Science Manager;159000;US;100;US;M
149;2021;SE;FT;Cloud Data Engineer;160000;BR;100;US;S
204;2021;MI;FT;Data Scientist;160000;US;100;US;L
265;2021;SE;FT;Lead Data Engineer;160000;PR;50;US;S
364;2022;SE;FT;Data Engineer;160000;US;0;US;L
419;2022;MI;FT;Machine Learning Scientist;160000;US;100;US;L
549;2022;SE;FT;Data Engineer;160000;US;100;US;M
555;2022;SE;FT;Data Engineer;160000;US;100;US;M
598;2022;MI;FT;Data Scientist;160000;US;100;US;M
322;2022;SE;FT;Data Engineer;160080;US;0;US;M
583;2022;SE;FT;Data Engineer;160080;US;100;US;M
350;2022;SE;FT;Data Science Manager;161342;US;100;US;M
464;2022;SE;FT;Principal Data Scientist;162674;DE;100;DE;M
387;2022;SE;FT;Data Analyst;164000;US;0;US;M
372;2022;SE;FT;Machine Learning Engineer;164996;US;0;US;M
439;2022;SE;FT;Machine Learning Engineer;164996;US;0;US;M
165;2021;SE;FT;Data Specialist;165000;US;100;US;L
207;2021;SE;FT;Data Engineer;165000;US;0;US;M
243;2021;SE;FT;Data Scientist;165000;US;100;US;L
497;2022;SE;FT;Data Scientist;165000;US;100;US;M
315;2022;SE;FT;Data Scientist;165220;US;100;US;M
334;2022;SE;FT;Data Engineer;165400;US;100;US;M
377;2022;SE;FT;Data Engineer;165400;US;100;US;M
336;2022;MI;FT;Data Analyst;167000;US;100;US;M
352;2022;SE;FT;Data Scientist;167000;US;100;US;M
343;2022;EX;FT;Head of Data Science;167875;US;100;US;M
150;2021;SE;FT;Director of Data Science;168000;JP;0;JP;S
88;2021;SE;FT;Lead Data Analyst;170000;US;100;US;L
170;2021;MI;FT;Data Architect;170000;US;100;US;L
249;2021;SE;FT;Principal Data Analyst;170000;US;100;US;M
294;2022;MI;FT;Data Engineer;170000;US;100;US;M
328;2022;SE;FT;Data Analyst;170000;US;100;US;M
369;2022;SE;FT;Data Scientist;170000;US;100;US;M
566;2022;SE;FT;Data Analyst;170000;US;100;US;M
597;2022;SE;FT;Data Analyst;170000;US;100;US;M
257;2021;SE;FT;Principal Data Scientist;173762;DE;100;DE;M
175;2021;SE;FT;Data Engineering Manager;174000;US;100;US;L
193;2021;SE;FT;Data Science Manager;174000;US;100;US;L
344;2022;EX;FT;Analytics Engineer;175000;US;100;US;M
404;2022;SE;FT;Data Engineer;175000;US;100;US;M
562;2022;SE;FT;Data Engineer;175100;US;100;US;M
552;2022;SE;FT;Data Scientist;176000;US;100;US;M
525;2022;SE;FT;Applied Data Scientist;177000;US;100;US;L
234;2021;MI;FT;Data Architect;180000;US;100;US;L
323;2022;SE;FT;Data Scientist;180000;US;0;US;L
409;2022;SE;FT;Data Scientist;180000;US;100;US;M
423;2022;SE;FT;Data Scientist;180000;US;0;US;M
448;2022;SE;FT;Data Engineer;180000;US;100;US;M
319;2022;SE;FT;Data Engineer;181940;US;0;US;M
474;2022;MI;FT;Data Scientist;183228;GB;0;GB;M
407;2022;SE;FT;Data Engineer;183600;US;100;US;L
561;2022;SE;FT;Analytics Engineer;184700;US;0;US;M
215;2021;SE;FT;Principal Data Engineer;185000;US;100;US;L
258;2021;SE;FT;Machine Learning Engineer;185000;US;50;US;L
476;2022;SE;FT;Data Scientist;185100;US;100;US;M
106;2021;MI;FT;Research Scientist;187442;CA;100;CA;L
47;2020;SE;FT;Data Engineer;188000;US;100;US;L
371;2022;SE;FT;Machine Learning Engineer;189650;US;0;US;M
438;2022;SE;FT;Machine Learning Engineer;189650;US;0;US;M
6;2020;SE;FT;Lead Data Scientist;190000;US;100;US;S
67;2020;SE;FT;Data Science Manager;190200;US;100;US;M
358;2022;SE;FT;Data Architect;192400;CA;100;CA;M
590;2022;SE;FT;Data Architect;192564;US;100;US;M
533;2022;SE;FT;Machine Learning Engineer;192600;US;100;US;M
201;2021;SE;FT;Machine Learning Infrastructure Engineer;195000;US;100;US;M
452;2022;EX;FT;Director of Data Science;196979;CA;50;CA;L
119;2021;MI;FT;Data Engineer;200000;US;100;US;L
121;2021;SE;FT;Principal Data Engineer;200000;US;100;US;M
206;2021;SE;FT;Machine Learning Engineer;200000;US;100;US;L
232;2021;SE;FT;Director of Data Engineering;200000;US;100;US;L
233;2021;SE;FT;Data Analyst;200000;US;100;US;L
256;2021;MI;FT;Data Engineer;200000;US;100;US;L
310;2022;EX;FT;Data Engineer;200000;US;100;US;M
478;2022;MI;FT;Data Scientist;200000;US;100;US;M
490;2022;SE;FT;Head of Data;200000;MY;100;US;M
606;2022;MI;FT;AI Scientist;200000;IN;100;US;L
554;2022;SE;FT;Data Engineer;200100;US;100;US;M
550;2022;SE;FT;Data Scientist;205300;US;0;US;L
558;2022;SE;FT;Data Scientist;205300;US;0;US;M
560;2022;SE;FT;Analytics Engineer;205300;US;0;US;M
542;2022;MI;FT;Data Engineer;206699;US;0;US;M
378;2022;SE;FT;Data Architect;208775;US;100;US;M
400;2022;SE;FT;Data Engineer;209100;US;100;US;L
446;2022;SE;FT;Data Engineer;209100;US;100;US;L
484;2022;SE;FT;Data Engineer;210000;US;100;US;M
570;2022;SE;FT;Data Scientist;210000;US;100;US;M
574;2022;SE;FT;Data Scientist;210000;US;100;US;M
576;2022;SE;FT;Data Scientist;210000;US;100;US;M
596;2022;SE;FT;Data Scientist;210000;US;100;US;M
357;2022;SE;FT;Data Scientist;211500;US;100;US;M
535;2022;SE;FT;Data Architect;213120;US;100;US;M
532;2022;SE;FT;Machine Learning Engineer;214000;US;100;US;M
398;2022;SE;FT;Data Scientist;215300;US;100;US;L
444;2022;SE;FT;Data Scientist;215300;US;0;US;L
483;2022;EX;FT;Data Engineer;216000;US;100;US;M
138;2021;SE;FT;Principal Data Scientist;220000;US;0;US;L
472;2022;SE;FT;Data Scientist;220000;US;100;US;M
477;2022;SE;FT;Machine Learning Engineer;220000;US;100;US;M
321;2022;SE;FT;Data Engineer;220110;US;0;US;M
582;2022;SE;FT;Data Engineer;220110;US;100;US;M
342;2022;EX;FT;Head of Data Science;224000;US;100;US;M
115;2021;EN;FT;Machine Learning Scientist;225000;US;100;US;L
224;2021;SE;FT;Machine Learning Scientist;225000;US;100;CA;L
160;2021;EX;FT;Head of Data;230000;RU;50;RU;L
486;2022;SE;FT;Data Scientist;230000;US;100;US;M
592;2022;SE;FT;Data Scientist;230000;US;100;US;M
74;2021;EX;FT;Head of Data;235000;US;100;US;L
173;2021;SE;FT;Principal Data Scientist;235000;US;100;US;L
141;2021;SE;FT;Data Science Manager;240000;US;0;US;L
421;2022;MI;FT;Data Science Manager;241000;US;100;US;M
309;2022;EX;FT;Data Engineer;242000;US;100;US;M
337;2022;SE;FT;Data Engineer;243900;US;100;US;M
37;2020;EN;FT;Machine Learning Engineer;250000;US;50;US;L
167;2021;EX;FT;Director of Data Science;250000;US;0;US;L
231;2021;SE;FT;ML Engineer;256000;US;100;US;S
1;2020;SE;FT;Machine Learning Scientist;260000;JP;0;JP;S
416;2022;SE;FT;Data Scientist;260000;US;100;US;M
534;2022;SE;FT;Data Architect;266400;US;100;US;M
78;2021;MI;CT;ML Engineer;270000;US;100;US;L
93;2021;SE;FT;Lead Data Engineer;276000;US;0;US;L
482;2022;EX;FT;Data Engineer;324000;US;100;US;M
25;2020;EX;FT;Director of Data Science;325000;US;100;US;L
519;2022;SE;FT;Applied Data Scientist;380000;US;100;US;L
523;2022;SE;FT;Data Analytics Lead;405000;US;100;US;L
63;2020;SE;FT;Data Scientist;412000;US;100;US;L
225;2021;EX;CT;Principal Data Scientist;416000;US;100;US;S
157;2021;MI;FT;Applied Machine Learning Scientist;423000;US;50;US;L
33;2020;MI;FT;Research Scientist;450000;US;0;US;M
97;2021;MI;FT;Financial Data Analyst;450000;US;100;US;L
252;2021;EX;FT;Principal Data Engineer;600000;US;100;US;L
